,id,overall_status,study_type,start_date,enrollment,title,date_processed,sponsors
1780,NCT04401033,Completed,Observational [Patient Registry],"May 11, 2020",450,Prospective Observational Study Evaluating the Increased Risk of SARS-CoronaVirus-2 (SARS-CoV-2) Infection Associated With Endoscopic Procedures (DECORE Study),"April 14, 2021",Hospital del Río Hortega
1781,NCT04401046,Recruiting,Interventional,"May 20, 2020",4000,COVID-19 EPIDEMIC Reorganisation of Cancer Patient Care: Self- Evaluation of Potential Post-traumatic Stress Disorder,"April 14, 2021",Institut Paoli-Calmettes
1782,NCT04401072,Recruiting,Observational,"April 24, 2020",500,Survey Studying the Change in the Attitude and Behaviour of the Egyptian Population Toward COVID 19 Pandemic During the Holy Month Ramadan .,"April 14, 2021",Damanhour University
1783,NCT04401085,Completed,Observational,"April 23, 2020",27000,Herd Immunity Study SARS-CoV-2-CZ-Preval,"April 14, 2021",Institute of Health Information and Statistics of the Czech Republic
1784,NCT04401098,Recruiting,Observational,"May 2, 2020",700,"Survey Of Egyptian Population Change in Knowledge, Attitude and Behaviour Towards COVID 19 Outbreak","April 14, 2021",Damanhour University
1785,NCT04401111,Recruiting,Observational,"June 16, 2020",150,Multiparametric Evaluation of One-year Outcomes in Survivors of the Severe COVID-19 Pneumonia After Intensive Care Unit,"April 14, 2021",Centre Hospitalier Universitaire de Nice
1786,NCT04401124,Not yet recruiting,Observational,"May 25, 2020",500,"A Descriptive Study on the Proper Management of Gastrointestinal Surgeries During the COVID-19 Pandemic, With an Emphasis on the Alteration of Surgical Protocol and Workflow","April 14, 2021",Beijing Friendship Hospital
1787,NCT04401150,Recruiting,Interventional,"August 14, 2020",800,Lessening Organ Dysfunction With VITamin C - COVID,"April 14, 2021",Université de Sherbrooke
1788,NCT04401163,Not yet recruiting,Observational [Patient Registry],May 2020,180,Long-term Pulmonary Outcomes After Infection With Sars-CoV-2,"April 14, 2021",University of Aarhus
1789,NCT04401202,Recruiting,Interventional,"May 21, 2020",200,"Effects of Nigella Sativa as a Treatment of Patients With Upper Respiratory Tract Infection Caused by SARS-coronavirus-2: a Prospective, Randomized, Open-label, Controlled Clinical Study","April 14, 2021",King Abdulaziz University
1790,NCT04401228,"Active, not recruiting",Observational,"March 1, 2020",60,Development and Validation of Predictive Models for Intensive Care Admission and Death of COVID-19 Patients in a Secondary Care Hospital in Belgium.,"April 14, 2021",Clinique Saint Pierre Ottignies
1791,NCT04401241,Completed,Observational,"February 1, 2020",257,Accuracy of Routine Biomarkers and Blood Leucocytes Count to Assist Diagnosis of COVID-19-related Pneumonia in Adult Patients Visiting the Emergency Department,"April 14, 2021",Centre Hospitalier Princesse Grace
1792,NCT04401254,Recruiting,Observational,"July 1, 2020",300,The COVID-Recovery Study,"April 14, 2021",Australian and New Zealand Intensive Care Research Centre
1793,NCT04401293,Recruiting,Interventional,"April 26, 2020",308,Systemic Anticoagulation With Full Dose Low Molecular Weight Heparin (LMWH) Vs. Prophylactic or Intermediate Dose LMWH in High Risk COVID-19 Patients (HEP-COVID Trial),"April 14, 2021",Northwell Health
1794,NCT04401371,Completed,Observational,"May 1, 2020",418,Assessment of Dental Students Opinion About Distance Education Learning Environment During COVID-19 Pandemic (Cross-Sectional Study),"April 14, 2021",Cairo University
1795,NCT04401410,Recruiting,Interventional,"November 4, 2020",58,BAT IT: Banked Anti-SARS Cov-2 T Cell Infusions for Treatment of COVID 19,"April 14, 2021",Baylor College of Medicine
1796,NCT04401423,Recruiting,Interventional,"February 10, 2021",100,Randomized Controlled Trial of Angiotensin 1-7 (TXA127) for the Treatment of Severe COVID-19,"April 14, 2021",Columbia University
1797,NCT04401436,Recruiting,Observational,"May 22, 2020",350,COVID-19 Associated Lymphopenia Pathogenesis Study in Blood,"April 14, 2021",National Institute of Allergy and Infectious Diseases (NIAID)
1798,NCT04401449,Recruiting,Observational,"January 8, 2020",180,Cardiopulmonary Inflammation and Multi-System Imaging During the Clinical Course of COVID-19 Infection in Asymptomatic and Symptomatic Persons (COVID ARC 19),"April 14, 2021",National Institutes of Health Clinical Center (CC)
1799,NCT04401475,Recruiting,Interventional,"November 25, 2020",396,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of EB05 + SOC vs. Placebo + SOC in Adult Hospitalized Patients With COVID-19","April 14, 2021",Edesa Biotech Inc.
1800,NCT04401527,Withdrawn,Interventional,"July 22, 2020",0,"Treatment of Lung Injury From COVID-19 Infection With Intravenous Sodium Nitrite: A Randomized, Double-Blind, Placebo-Controlled, Phase 2 Clinical Study","April 14, 2021",Hope Pharmaceuticals
1801,NCT04401540,Recruiting,Observational [Patient Registry],"May 1, 2020",90,Clinical and Epidemiological Characteristics of COVID-19 Infection on Babies of Prenatal COVID-19 Positive Women in Turkey,"April 14, 2021",Recep Tayyip Erdogan University Training and Research Hospital
1802,NCT04401579,Completed,Interventional,"May 8, 2020",1034,"A Multicenter, Adaptive, Randomized Blinded Controlled Trial of the Safety and Efficacy of Investigational Therapeutics for the Treatment of COVID-19 in Hospitalized Adults (ACTT-2)","April 14, 2021",National Institute of Allergy and Infectious Diseases (NIAID)
1803,NCT04401644,Not yet recruiting,Interventional,June 2020,250,Laser Interferometry of Single Virus Particles Flowing Through Glass Microcapillaries to Detect Novel Coronavirus COVID-19,"April 14, 2021",Somerset NHS Foundation Trust
1804,NCT04402034,Completed,Interventional,"May 15, 2020",40,Telerehabilitation in Disabled People: Proposal for Practical Intervention With Virtual Reality,"April 14, 2021",University of Sao Paulo
1805,NCT04402060,Recruiting,Interventional,"May 28, 2020",66,"A Randomized, Double-Blinded, Vehicle-Controlled, Multicenter, Parallel-Group Study of APL-9 in Mild to Moderate Acute Respiratory Distress Syndrome Due to COVID-19","April 14, 2021","Apellis Pharmaceuticals, Inc."
1806,NCT04402203,Recruiting,Interventional,May 2020,50,Study on Safety and Efficacy of Favipiravir (Favipira) for COVID-19 Patient in Selected Hospitals of Bangladesh,"April 14, 2021",Bangladesh Medical Research Council (BMRC)
1807,NCT04402229,Completed,Observational,"May 12, 2020",2000,Psychological Impact of the Covid-19 Pandemic on Student Nurses :Prevalence and Risk Factors of Acute Post-traumatic Stress Symptoms 1 Month After the Epidemic Peak,"April 14, 2021",Versailles Hospital
1808,NCT04402801,Enrolling by invitation,Observational,"June 1, 2020",140,Impact on Patient Outcomes of Clinic Transition From Face to Face Encounters to Telemedicine in the Cystic Fibrosis (CF) Adult Population at UVA,"April 14, 2021",University of Virginia
1809,NCT04402814,Recruiting,Observational,"May 5, 2020",90,Evaluation and Correlation of SARS-Cov2 Virus IgG/IgM Rapid Test Cassette Clungene Test With the Standard Method of COVID19 Testing in Inpatients With or Without COVID19,"April 14, 2021","Fadi Haddad, M.D."
1810,NCT04402827,Recruiting,Observational,"August 1, 2020",60,"Differences in Susceptibility to SARS CoV-2 Infection According to ACE2 and CD26 Receptors, Specific CD4/CD8 T Cell Response to Viral Peptides, and KIR Receptors Among Health Care Workers Highly Exposed to Patients With COVID-19 Diagnosis.","April 14, 2021",Asociacion para el Estudio de las Enfermedades Infecciosas
1811,NCT04402840,Recruiting,Interventional,"April 24, 2020",5,Stellate Ganglion Block (SGB) for COVID-19 Acute Respiratory Distress Syndrome (ARDS),"April 14, 2021",West Virginia University
1812,NCT04402853,Completed,Observational,"February 1, 2020",100,SARS Cov-2 in Conjunctival Secretions in an Italian Lombardia Cohort of Patients,"April 14, 2021",Università degli Studi dell'Insubria
1813,NCT04402866,Recruiting,Interventional,"June 24, 2020",222,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Parallel-group, Multi-center Study of an Inhaled Pan-Janus Kinase Inhibitor, TD-0903, to Treat Symptomatic Acute Lung Injury Associated With COVID-19","April 14, 2021",Theravance Biopharma
1814,NCT04402879,Recruiting,Interventional,"November 10, 2020",596,A Prospective Randomized Trial of Prone Positioning Versus Usual Care for Patients With Do-not-intubate Goals of Care and Hypoxemic Respiratory Failure During the Coronavirus SARS-CoV-2 (COVID-19) Pandemic,"April 14, 2021",University of Calgary
1815,NCT04402892,Not yet recruiting,Interventional,"June 1, 2020",60,SARS-CoV-2 Specific Memory B and T- CD4+ Cells,"April 14, 2021",Assistance Publique - Hôpitaux de Paris
1816,NCT04402905,Completed,Observational,"June 15, 2020",450,"Observational Study in Diagnosed Patients Covid-19, Supported on an Outpatient Basis.","April 14, 2021",Centre de Recherches et d'Etude sur la Pathologie Tropicale et le Sida
1817,NCT04402918,Recruiting,Interventional,"May 17, 2020",160,Study of Viral Load and Maternal-fetal Serology in the Interpretation of the Vertical Transmission of SARS Cov-2 During Pregnancy,"April 14, 2021",Centre Hospitalier Universitaire de Besancon
1818,NCT04402944,Recruiting,Interventional,"July 5, 2020",60,Pulmozyme to Improve COVID-19 ARDS Outcomes,"April 14, 2021",Boston Children's Hospital
1819,NCT04402957,Recruiting,Interventional,"October 14, 2020",60,"Multicenter, Randomized, Double-Blind, Placebo-Controlled, Proof of Concept Study of LSALT Peptide as Prevention of Acute Respiratory Distress Syndrome (ARDS) and Acute Kidney Injury in Patients Infected With SARS-CoV-2 (COVID-19)","April 14, 2021",Arch Biopartners Inc.
1820,NCT04402970,Completed,Interventional,"June 19, 2020",30,Inhaled Dornase Alfa for Treatment of ARDS in Patients With SARS-CoV-2,"April 14, 2021",University of Missouri-Columbia
1821,NCT04402983,Completed,Interventional,"May 27, 2020",34,The Effectiveness of Telerehabilitation-Based Physiotherapy in COVID 19 Patients,"April 14, 2021",Istanbul Medipol University Hospital
1822,NCT04403009,Recruiting,Observational,"February 1, 2020",100,The Clinical Difference Between the Nonfatal Coronavirus Disease 2019 (COVID-19) Patients and the Fatal Cases With Severe COVID-19,"April 14, 2021",The First Affiliated Hospital of Guangzhou Medical University
1823,NCT04403035,Recruiting,Observational,"May 10, 2020",100,Comparison of the ID NOW and Accula Point-of-Care Assays for the Detection of Severe Acute Respiratory System CoV-2 (SARS-CoV-2),"April 14, 2021",Ascension South East Michigan
1824,NCT04403061,Completed,Observational,"May 22, 2020",106,Th1/Th2/Th17/TREG Response and TLRs Activation/KIR Receptors for Predicting the Evolution of the SARS Cov-2 Infected Patients,"April 14, 2021",Asociacion para el Estudio de las Enfermedades Infecciosas
1825,NCT04403100,Recruiting,Interventional,"June 3, 2020",1968,"Hydroxychloroquine and Lopinavir/ Ritonavir for Hospitalization and Mortality Reduction in Patients With COVID-19 and Mild Disease Symptoms: ""The Hope Coalition""","April 14, 2021",Cardresearch
1826,NCT04403243,Recruiting,Interventional,"May 8, 2020",70,COLchicine Versus Ruxolitinib and Secukinumab In Open Prospective Randomized Trial,"April 14, 2021",Lomonosov Moscow State University Medical Research and Educational Center
1827,NCT04403269,Recruiting,Interventional,"May 5, 2020",35,"""STUDY OF THE EFFICIENCY OF NORMAL HUMAN IMMUNOGLOBULINS (IVIG) IN PATIENTS AGED 75 YEARS AND OVER COVID-19 WITH SEVERE ACUTE RESPIRATORY FAILURE"" GERONIMO 19","April 14, 2021",Versailles Hospital
1828,NCT04403386,Recruiting,Observational,"June 1, 2020",200,"A Prospective Natural History Study of Smoking, Immune Cell Profiles, Epigenetics and COVID-19","April 14, 2021",National Institute of Environmental Health Sciences (NIEHS)
1829,NCT04403438,Enrolling by invitation,Observational,"April 1, 2020",45,"Pain, Sleep, Fatigue, Physical Activity Level, Quality of Life and Exercise Habits in Patients With Familial Mediterranean Fever and Behçet: Analysis Before and After Covid19 Pandemic","April 14, 2021",Istanbul University
1830,NCT04403477,Recruiting,Interventional,"May 20, 2020",20,"Convalescent Plasma Transfusion Therapy in Severe COVID-19 Patients- a Tolerability, Efficacy and Dose-response Phase II RCT","April 14, 2021","Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh"
1831,NCT04403555,Recruiting,Interventional,"June 1, 2020",160,The Efficacy of Ivermectin in COVID-19 Treatment,"April 14, 2021",Tanta University
1832,NCT04403581,Not yet recruiting,Observational,May 2020,384,"Cross-sectional Descriptive Study: Egyptian Doctors Stresses, Knowledge and Attitude During COVID-19 Pandemic","April 14, 2021",Ain Shams University
1833,NCT04403607,Recruiting,Observational,"May 22, 2020",180,"Cardiovascular and Pulmonary Imaging in SARS-CoV-2: A Study of the Heart, Lungs and Wellbeing After COVID-19.","April 14, 2021",NHS Greater Glasgow and Clyde
1834,NCT04403646,Terminated,Interventional,"June 12, 2020",124,Efficacy of Tannin Specific Natural Extract for Coronavirus Disease (COVID-19): Randomized Controlled Trial,"April 14, 2021",Hospital de Clinicas José de San Martín
1835,NCT04403672,Recruiting,Observational [Patient Registry],"May 18, 2020",120,Performance Evaluation of RealDetect™ COVID-19 RT-PCR Kit for the Detection of SARS-CoV-2 Virus,"April 14, 2021",Bangladesh Medical Research Council (BMRC)
1836,NCT04403685,Terminated,Interventional,"May 8, 2020",129,Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 and Increased Inflammatory Markers: a Phase III Randomized Clinical Trial (COVID-19 Coalition Brazil VI) (TOCIBRAS),"April 14, 2021",Beneficência Portuguesa de São Paulo
1837,NCT04403828,Completed,Observational,"May 20, 2020",323,Impact of COVID-19 on Personal Protection Among Dentist in Egypt: A Quick Online Survey,"April 14, 2021",Fayoum University
1838,NCT04403880,"Active, not recruiting",Observational,"May 13, 2020",727,Characterizing SARS-CoV-2-specific Immunity in Convalescent Individuals,"April 14, 2021",HIV Vaccine Trials Network
1839,NCT04403906,Not yet recruiting,Interventional,June 2020,200,Evaluation of the PCL Rapid Point of Care Antigen Test for Severe Acute Respiratory Syndrome Coronavirus 2,"April 14, 2021",Somerset NHS Foundation Trust
1840,NCT04403932,Completed,Observational,"April 17, 2020",300,Cohort Study to Determine the Association Between Vitamin D Deficiency and Severity of the Disease in Patients With Coronarvirus Disease 2019 (COVID-19),"April 14, 2021","Hospital San Carlos, Madrid"
1841,NCT04404062,"Active, not recruiting",Observational,"March 16, 2020",500,Validation of a Membrane-based Immunoassay for the Detection of IgG and IgM Antibodies to SARS-CoV-2/COVID-19,"April 14, 2021",Richmond Pharmacology Limited
1842,NCT04404179,Completed,Observational,"March 27, 2020",69,Setting up a COVID-19 Care Facility at a Prison in Pakistan,"April 14, 2021","Services Institute of Medical Sciences, Pakistan"
1843,NCT04404192,Not yet recruiting,Interventional,November 2020,30,A Phase 2a Open-label Study of the Efficacy and Safety of PRN PH94B Neuroactive Nasal Spray in the Treatment of Adjustment Disorder With Anxiety (AjDA) Associated With COVID-19,"April 14, 2021","VistaGen Therapeutics, Inc."
